Food & Beverages,Inflight Entertainment,Seat Comfort,Staff Service,Value for Money,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Cabin Staff Service,Ground Service,Value For Money,Recommended,Wifi & Connectivity
4,4,5,,,"Boeing 787-9, A320-200",Solo Leisure,Economy Class,Mexico City to Barcelona via London Heathrow,Sep-19,4,4,3,yes,
4,,4,,,A319,Couple Leisure,Economy Class,Bari to London Gatwick,Sep-19,5,4,5,yes,
1,,1,,,Boeing 787,Couple Leisure,Premium Economy,Abu Dhabi to London Heathrow,Sep-19,3,4,1,no,
5,4,5,,,Boeing 787-900,Couple Leisure,Economy Class,London Heathrow to Abu Dhabi,Oct-19,5,5,4,yes,3
1,1,4,,,,Couple Leisure,Economy Class,Johannesburg to Amsterdam via London,Sep-19,5,1,2,no,2
5,3,5,,,A350,Business,Business Class,Dubai to London Heathrow,Sep-19,5,5,4,yes,4
3,3,3,,,,Solo Leisure,Economy Class,Istanbul to New York via London,Oct-19,3,1,1,no,
5,,2,,,,Couple Leisure,Economy Class,Rome to London Heathrow,Oct-19,5,5,5,yes,
,,1,,,A320,Business,Economy Class,London to Athens,Oct-19,3,1,1,no,
,,4,,,A320,Solo Leisure,Economy Class,London Heathrow to Newcastle,Oct-19,4,5,4,yes,
3,4,1,,,,Solo Leisure,Economy Class,Calgary to Gothenburg via London,Sep-19,4,4,3,yes,
5,5,5,,,Boeing 787-9,Family Leisure,Economy Class,Kuala Lumpur to London,Oct-19,5,5,5,yes,
3,,3,,,Boeing 747,Couple Leisure,Business Class,Austin to London,Oct-19,3,3,4,yes,
3,4,5,,,Boeing 787,Couple Leisure,Premium Economy,London to Kuala Lumpur,Aug-19,4,4,4,yes,4
1,3,3,,,,Couple Leisure,Premium Economy,Newark to Madrid via London,Oct-19,3,3,3,no,1
2,,4,,,,Couple Leisure,Business Class,Kos to Gatwick,Oct-19,3,1,3,no,2
5,5,5,,,A320,Business,Business Class,Gatwick to Alicante,Sep-19,5,2,5,yes,
4,4,5,,,A380,Solo Leisure,Premium Economy,Vancouver to London,Sep-19,5,4,4,yes,
,,1,,,,Couple Leisure,Economy Class,Gatwick to Alicante,Sep-19,3,3,1,no,
4,2,4,,,Boeing 747,Couple Leisure,Business Class,London Heathrow to Austin,Sep-19,5,3,5,yes,
4,1,4,,,Boeing 747,Couple Leisure,Business Class,London Heathrow to Austin,Sep-19,4,4,4,yes,
,,,,,,Couple Leisure,Economy Class,London Gatwick to Jersey,Sep-19,,,1,no,
4,,3,,,A320,Couple Leisure,Business Class,Cephalonia to London,Sep-19,4,3,3,yes,4
1,1,1,,,A380,Family Leisure,Economy Class,Chicago to Zurich via London,Aug-19,4,1,3,no,
5,,4,,,,Solo Leisure,Business Class,Glasgow to London,Sep-19,5,5,5,yes,
3,,5,,,A321,Solo Leisure,Economy Class,London Heathrow to Berlin Tegel,Sep-19,5,3,5,yes,
,,1,,,,Couple Leisure,Business Class,London to Milan,Sep-19,1,1,1,no,
1,,4,,,EMB190,Business,Economy Class,London to Geneva,Sep-19,2,4,2,no,
1,,2,,,,Couple Leisure,Business Class,Los Angeles to Istanbul via London,Sep-19,4,1,1,no,
3,3,3,,,,Family Leisure,Premium Economy,Phoenix to Tel Aviv via London,Aug-19,5,1,1,no,1
2,,3,,,A320,Couple Leisure,Business Class,London to Kefalonia,Sep-19,2,3,3,no,
,,2,,,,Solo Leisure,Economy Class,London to Dublin,Sep-19,5,1,3,no,
1,1,3,,,,Couple Leisure,Business Class,Hong Kong to London,Sep-19,4,1,1,no,
,,3,,,,Couple Leisure,Economy Class,Gatwick to Seville,Sep-19,3,1,1,no,
1,1,3,,,Boeing 777-200,Business,Economy Class,London Heathrow to Abuja Nigeria,Sep-19,4,1,2,no,
4,1,2,,,Boeing 777-300,Solo Leisure,Economy Class,London to Bangkok,Sep-19,3,4,3,no,
5,5,5,,,Boeing 747-400,Couple Leisure,Business Class,Belfast to San Francisco via London,Aug-19,5,5,5,yes,
,,4,,,A319,Couple Leisure,Economy Class,London to Gothenburg,Sep-19,4,4,4,yes,
1,,1,,,,Family Leisure,Business Class,Orlando to Gatwick,Jul-19,1,1,1,no,
2,4,1,,,Boeing 787 / A320,Solo Leisure,Business Class,Mahe to Stockholm via London,Sep-19,2,1,2,no,
3,3,4,,,A319 / Boeing777,Couple Leisure,Business Class,Glasgow to Tampa via Gatwick,Sep-19,5,5,4,yes,
1,4,2,,,Boeing 777-200,Family Leisure,Economy Class,Orlando to Gatwick,Sep-19,3,3,1,no,
5,5,3,,,Boeing 787,Family Leisure,Economy Class,London to Abu Dhabi,Aug-19,4,4,4,yes,
1,,1,,,A320,Couple Leisure,Business Class,London to St Petersburgh,Aug-19,3,5,1,no,
1,2,4,,,Boeing 777,Business,Premium Economy,Sydney to London via Singapore,May-19,2,4,3,no,3
,,1,,,A380,Couple Leisure,Business Class,London to Johannesburg,Sep-19,1,1,1,no,
2,,1,,,,Family Leisure,Business Class,Palma de Mallorca to London Heathrow,Aug-19,3,3,1,no,
4,4,5,,,,Family Leisure,Economy Class,Chennai to London,Aug-19,5,5,5,yes,
5,5,5,,,,Solo Leisure,Economy Class,Edinburgh to Kuala Lumpur via London,Jul-19,5,5,5,yes,
,,3,,,,Business,Business Class,London City to Amsterdam,Jul-19,3,1,1,no,
,,,,,,Solo Leisure,Economy Class,Dublin to Mauritius via London,Feb-19,,,1,no,
4,3,5,,,Boeing 777-200,Family Leisure,First Class,London to Shanghai,Aug-19,5,5,5,yes,3
3,4,3,,,,Business,Business Class,Chicago to Heathrow via Barcelona,Aug-19,3,1,3,no,4
5,5,5,,,,Family Leisure,Economy Class,New Orleans to London,Nov-18,5,5,5,yes,5
1,1,1,,,Boeing 747,Family Leisure,Premium Economy,Boston to Copenhagen via London,Jun-19,1,1,1,no,1
,,3,,,,Couple Leisure,Economy Class,Hong Kong to Copenhagen via London,Aug-19,2,1,2,no,
4,1,1,,,Boeing 777-200,Business,Business Class,London Gatwick to San Jose Costa Rica,Jul-19,3,5,1,no,1
3,3,3,,,Boeing 777,Solo Leisure,Economy Class,London to Dubai,Aug-19,4,1,3,no,
5,5,4,,,"A340-300, A320",Family Leisure,Business Class,Toronto to Pisa London Heathrow,Aug-19,5,5,5,yes,
,,4,,,A320,Family Leisure,Economy Class,London Heathrow to Venice Marco Polo,Aug-19,5,4,4,yes,4
2,2,2,,,,Couple Leisure,Premium Economy,Chicago to London,Aug-19,4,1,3,no,4
,,1,,,A321neo,Family Leisure,Economy Class,London to Larnaca,Aug-19,3,2,1,no,
4,4,4,,,Boeing 777-200,Family Leisure,Economy Class,Gatwick to Orlando,Jul-19,5,5,4,yes,
,,4,,,A320,Family Leisure,Economy Class,London to Munich,Aug-19,4,2,3,yes,
3,,2,,,,Business,Economy Class,London to Glasgow,Jun-19,2,1,1,no,
3,3,1,,,,Business,Business Class,London to Hong Kong,Aug-19,5,4,1,no,
5,3,4,,,A320,Solo Leisure,Economy Class,Vienna to Heathrow,Jul-19,5,5,4,yes,
2,1,1,,,A321,Couple Leisure,Business Class,Malaga to London,Aug-19,2,1,1,no,1
3,3,1,,,,Couple Leisure,Business Class,Sydney to Singapore,Aug-19,4,1,1,no,1
,,2,,,,Solo Leisure,Economy Class,London Heathrow to Inverness,Aug-19,3,1,1,no,
,,1,,,,Solo Leisure,Economy Class,Heathrow to Glasgow,Aug-19,1,1,1,no,
1,1,2,,,,Solo Leisure,Economy Class,Inverness to Vancouver via London,Aug-19,2,1,1,no,1
2,1,2,,,,Couple Leisure,Economy Class,London Heathrow to Brussels,Aug-19,4,1,1,no,
,,,,,,Solo Leisure,Economy Class,London to Nice,Aug-19,,1,1,no,
1,1,1,,,A320,Couple Leisure,Business Class,Palma to London Heathrow,Aug-19,1,1,1,no,1
1,,3,,,,Couple Leisure,Economy Class,London City to Ibiza,Aug-19,2,2,2,no,
,,,,,,Family Leisure,Economy Class,London to Faro,Aug-19,,,1,no,
1,4,3,,,,Couple Leisure,Economy Class,Calgary to London,Jul-19,1,5,3,no,
4,,5,,,A321-200,Family Leisure,Economy Class,London Heathrow to Sofia,Jul-19,5,4,4,yes,
,,1,,,,Solo Leisure,Business Class,Nice to Kuwait via London,Jul-19,1,1,1,no,
4,2,3,,,Boeing 777,Couple Leisure,Economy Class,Buenos Aires to London Heathrow,Jul-19,5,4,4,yes,
3,3,4,,,Boeing 777-300ER,Family Leisure,Economy Class,Hong Kong to London,Jul-19,3,2,3,yes,2
4,4,3,,,,Business,Premium Economy,London Heathrow to Las Vegas,Jul-19,4,1,3,no,1
1,,2,,,A320,Solo Leisure,Business Class,London Heathrow to Malaga,Jul-19,1,3,1,no,
3,2,1,,,B777-200,Business,Economy Class,London to Delhi,Jun-19,1,3,2,no,
3,4,4,,,,Solo Leisure,Economy Class,Seattle to Durban via London,Jul-19,5,5,5,yes,
1,1,1,,,Boeing 747-400,Family Leisure,Economy Class,London Heathrow to Austin,Jul-19,3,3,2,no,1
,,2,,,A320,Business,Business Class,Mykonos to London,Jul-19,1,1,1,no,
5,5,4,,,Boeing 737-800,Family Leisure,Economy Class,Johannesburg OR Tambo to Cape Town,Jul-19,5,5,5,yes,
3,5,1,,,Boeing 777-200,Family Leisure,Economy Class,Grenada to Gatwick,Jul-19,4,4,3,yes,
,,1,,,,Family Leisure,Economy Class,Prague to London,Jul-19,1,1,1,no,
3,5,5,,,Boeing 777,Solo Leisure,Premium Economy,London to Dubai,Jul-19,5,5,5,yes,5
4,4,4,,,,Family Leisure,Economy Class,Tel Aviv to Toronto via London,Jul-19,5,4,5,yes,
,,2,,,A321,Solo Leisure,Business Class,Heathrow to Manchester,Jul-19,3,1,1,no,
4,,3,,,A320,Solo Leisure,Business Class,Brussels to Larnaca via London,Jun-19,4,4,4,yes,
1,,2,,,A320,Couple Leisure,Business Class,Stockholm to London,Jul-19,1,3,1,no,
3,,2,,,,Business,Business Class,Toronto to London,Jul-19,1,1,1,no,
1,3,3,,,Boeing 737,Family Leisure,Premium Economy,Orlando to London,Jul-19,4,3,3,yes,1
1,,1,,,A320,Couple Leisure,Business Class,Lisbon to London,Jul-19,1,2,1,no,
1,1,1,,,A320,Solo Leisure,Economy Class,Heathrow to Marseille,Sep-18,1,1,1,no,1
,,3,,,A320,Business,Business Class,Madrid to London,Jul-19,1,1,1,no,
,,1,,,,Family Leisure,Economy Class,Gatwick to Glasgow,Jul-19,1,1,1,no,
,,3,,,,Couple Leisure,Economy Class,Frankfurt to London,Jul-19,1,1,1,no,
1,,2,,,,Couple Leisure,Economy Class,London to Olbia,Jul-19,1,2,1,no,1
3,,3,,,,Solo Leisure,Economy Class,Rotterdam to London City,Jul-19,4,1,2,no,
,,4,,,A320 neo,Business,Economy Class,Dublin to London,Jul-19,4,4,4,yes,
1,4,3,,,B777-200,Couple Leisure,Economy Class,Barbados to Gatwick,Jul-19,1,3,3,no,
5,5,5,,,A380,Solo Leisure,Economy Class,London Heathrow to Singapore,Jun-19,5,5,5,yes,
1,,1,,,A321,Business,Economy Class,Madrid to London Heathrow,Jun-19,1,1,1,no,
5,,4,,,,Solo Leisure,Economy Class,London Heathrow to Oslo,Jun-19,5,4,4,yes,
2,2,1,,,A319 / Boeing 789,Business,Economy Class,Hamburg to Abu Dhabi via London Heathrow,Jun-19,2,1,3,no,1
3,4,3,,,Boeing 777-200 and A319,Solo Leisure,Economy Class,New York to Glasgow via London,Jun-19,3,3,4,yes,
5,1,5,,,,Family Leisure,Economy Class,London Heathrow to New York,Jun-19,5,5,5,yes,5
5,5,4,,,Boeing 777-200,Family Leisure,Business Class,Gatwick to Bermuda,Jun-19,5,3,5,yes,2
5,,4,,,A320,Couple Leisure,Business Class,London Heathrow to Larnaca,Jun-19,5,5,5,yes,
1,,3,,,A320-200,Couple Leisure,Economy Class,Gatwick to Cagliari,Jun-19,2,4,1,yes,
3,,5,,,A320,Couple Leisure,Economy Class,Heathrow to Kalamata,Jun-19,4,3,3,yes,
,,,,,,Business,Economy Class,London to Gothenburg,Jun-19,,2,2,no,
,,,,,A320,Solo Leisure,Economy Class,Amsterdam to London,Feb-19,,1,1,no,
2,,1,,,A321 Neo,Business,Economy Class,Istanbul to London,Jun-19,4,4,3,yes,
2,4,2,,,A321 / Boeing 787-9,Family Leisure,Economy Class,Manchester to Kuala Lumpur via London,Oct-18,2,3,3,no,3
3,,3,,,,Solo Leisure,Economy Class,London to Dusseldorf,Jan-19,3,5,4,no,
2,1,1,,,Boeing 787,Solo Leisure,Business Class,London to Seoul,Jun-19,1,1,1,no,1
4,2,2,,,A380,Solo Leisure,Economy Class,London to Vancouver,Jun-19,4,3,3,no,1
2,1,2,,,,Solo Leisure,Economy Class,Newcastle to Delhi via London,Jun-19,2,1,1,no,
3,,1,,,Boeing 747,Business,Business Class,Miami to Delhi via London Heathrow,Jun-19,3,2,1,no,
1,5,3,,,,Solo Leisure,Economy Class,London to Sydney via Singapore,Jun-19,3,1,2,no,
1,1,1,,,,Couple Leisure,Economy Class,Phoenix to Amsterdam via London,May-19,3,4,3,no,
1,5,3,,,Boeing 777 / 747,Solo Leisure,Economy Class,Tel Aviv to New York via London,Jun-19,4,3,3,no,
2,3,3,,,A319 / Boeing 777,Solo Leisure,Economy Class,Belfast  to Atlanta via London,Apr-19,4,3,2,no,
,5,5,,,,Family Leisure,Economy Class,Buenos Aires to London,Jun-19,5,5,5,yes,
1,1,1,,,Boeing 787-9,Business,Business Class,London to Nashville,May-19,1,1,1,no,1
5,3,5,,,B747-400 in retro,Solo Leisure,First Class,London to Washington,Jun-19,5,5,5,yes,
,,3,,,,Couple Leisure,Economy Class,Newcastle to Berlin via London,Jun-19,3,1,1,no,
,,2,,,,Family Leisure,Economy Class,Gatwick to Madrid,May-19,2,1,1,no,
1,1,1,,,,Couple Leisure,Economy Class,London to Tampa,May-19,1,1,1,no,
4,3,4,,,,Business,Economy Class,London to Bengaluru,Jun-19,3,3,4,yes,3
4,4,4,,,,Couple Leisure,First Class,London to Delhi,May-19,5,4,4,yes,3
,,,,,,Couple Leisure,Economy Class,London Heathrow to Dubai,May-19,,,1,no,
4,,4,,,Boeing 747,Couple Leisure,Economy Class,London to Seattle,May-19,5,5,5,yes,
3,5,3,,,,Couple Leisure,Economy Class,Johannesburg to London,May-19,4,4,5,no,
3,,3,,,A319/A320,Business,Economy Class,London to Milan,May-19,5,4,3,yes,
5,5,4,,,B737-400 / A380 / A319,Couple Leisure,Business Class,Durban to Leeds via Johannesburg / Heathrow,May-19,5,5,5,yes,
5,5,4,,,Boeing 787,Couple Leisure,Business Class,London Heathrow to Los Angeles,May-19,5,5,4,yes,
4,3,3,,,Boeing 744,Couple Leisure,Business Class,Cape Town to London Heathrow,May-19,4,4,3,yes,
1,,1,,,A321,Business,Economy Class,Sofia to Belfast via London,May-19,1,1,1,no,
4,1,2,,,Boeing 777-200,Couple Leisure,Economy Class,Lima to Gatwick,May-19,4,4,3,no,
4,4,1,,,,Solo Leisure,Economy Class,Inverness to Auckland via Singapore,May-19,5,4,2,no,1
2,4,3,,,,Solo Leisure,Business Class,Heathrow to Singapore,May-19,3,3,3,no,
2,,4,,,,Business,Economy Class,Lyon to London,May-19,3,1,3,no,
2,4,3,,,Boeing 777-200,Couple Leisure,Economy Class,Gatwick to Barbados,May-19,1,3,3,no,
3,,3,,,,Couple Leisure,Economy Class,Marseille to London,May-19,1,1,2,no,
5,5,4,,,,Family Leisure,Business Class,London to Chennai,May-19,5,5,4,yes,
4,,5,,,A320,Solo Leisure,Economy Class,Gatwick to Malaga,May-19,5,4,5,yes,
3,3,4,,,A380 / Boeing 777,Solo Leisure,Economy Class,Boston to London Heathrow,May-19,4,4,4,yes,
4,3,4,,,Boeing 747-400,Couple Leisure,First Class,London to Cape Town,May-19,4,3,3,yes,
3,5,3,,,,Couple Leisure,Economy Class,New York to Heathrow,May-19,5,2,3,yes,
,,2,,,A321,Business,Economy Class,London to Aberdeen,May-19,2,1,1,no,
,,1,,,A319,Business,Business Class,Gatwick to Dubrovnik,May-19,3,1,1,no,
1,1,1,,,,Couple Leisure,Premium Economy,London to Shanghai,Mar-19,1,1,1,no,
4,,3,,,A320,Business,Business Class,Faro to Heathrow,May-19,4,1,2,no,
4,3,4,,,A380,Couple Leisure,Economy Class,Vancouver to London,May-19,5,4,4,yes,4
1,,1,,,,Couple Leisure,Business Class,Gatwick to Tenerife,May-19,4,1,1,no,
4,4,4,,,Boeing 747 400,Business,First Class,Washington to London,May-19,4,3,4,yes,1
5,,5,,,Embraer,Solo Leisure,Economy Class,Rome Fiumicino to London City,May-19,5,5,5,yes,
1,1,2,,,Boeing 777-200,Business,Business Class,London to Shanghai,Apr-19,1,3,2,no,
2,2,3,,,,Couple Leisure,Economy Class,Seattle to London,May-19,5,1,1,no,
5,,5,,,,Business,Economy Class,London City to Zurich,Apr-19,5,4,5,yes,
,,3,,,,Couple Leisure,Economy Class,Bucharest to London,Apr-19,3,1,1,no,
5,5,5,,,Boeing 787,Solo Leisure,Business Class,London to Calgary,Dec-18,5,1,5,yes,
5,5,5,,,Boeing 747,Couple Leisure,Business Class,Vancouver to London,Apr-19,5,5,5,yes,
4,3,4,,,,Couple Leisure,Business Class,Miami to London Heathrow,Apr-19,5,4,4,yes,
1,,2,,,,Solo Leisure,Economy Class,Houston to London Heathrow,Apr-19,1,2,2,no,
2,2,2,,,,Business,Business Class,London to Delhi,Apr-19,2,3,2,no,
,,2,,,,Business,Economy Class,Bucharest to London,Apr-19,2,1,1,no,
4,2,3,,,Boeing 777-200/300,Couple Leisure,Economy Class,London Heathrow to Bengaluru,Apr-19,5,5,5,yes,
,,1,,,,Business,Business Class,Madrid to London,Apr-19,1,1,1,no,
1,,4,,,A319,Solo Leisure,Economy Class,Dublin to London Heathrow,Apr-19,3,4,3,yes,
3,3,4,,,Boeing 747-400,Business,Business Class,London to Seattle,Apr-19,2,3,2,no,
5,,4,,,A320,Family Leisure,Business Class,London to Gibraltar,Apr-19,5,4,5,yes,
4,1,2,,,Boeing 747,Business,Business Class,London to Boston,Mar-19,3,4,2,no,
3,1,3,,,Boeing 787-9,Family Leisure,Business Class,London to Doha,Apr-19,4,5,4,yes,
5,4,5,,,Boeing 747,Couple Leisure,Economy Class,London Heathrow to Houston,Apr-19,5,4,4,yes,
4,,1,,,A320,Business,Business Class,Larnaca to London,Mar-19,4,3,1,no,
1,,4,,,,Solo Leisure,Economy Class,Zurich to London,Apr-19,1,3,2,no,
2,,5,,,,Solo Leisure,Economy Class,London to Pisa,Apr-19,4,3,3,yes,
5,5,5,,,Boeing 787-9,Couple Leisure,First Class,London to Tokyo Narita,Nov-18,5,5,5,yes,
2,,4,,,,Couple Leisure,Business Class,Bridgetown to Gatwick,Mar-19,1,4,1,no,
1,1,1,,,777,Couple Leisure,Economy Class,St Lucia to Gatwick,Apr-19,2,1,1,no,
1,,1,,,A380,Solo Leisure,Economy Class,Chicago to London,Apr-19,1,1,1,no,
1,,3,,,,Family Leisure,Economy Class,London to Bangalore,Sep-18,1,2,3,no,
2,,1,,,A320/B788,Solo Leisure,Economy Class,Hamburg to Abu Dhabi via Heathrow,Apr-19,3,3,4,no,
,,,,,,Couple Leisure,Economy Class,London to Seville,Mar-19,,4,4,yes,
2,2,5,,,Boeing 787-9 / A319,Family Leisure,Business Class,Doha to Paris via London,Mar-19,4,4,3,yes,
5,,3,,,A320 Neo,Couple Leisure,Business Class,Madrid to London,Mar-19,5,4,4,yes,
1,2,2,,,,Couple Leisure,Economy Class,Tokyo to London,Mar-19,3,3,2,no,
4,4,3,,,Boeing 747-400,Solo Leisure,Economy Class,London to Vancouver,Mar-19,5,4,4,yes,
2,3,4,,,Boeing 777,Solo Leisure,First Class,London to Mumbai,Mar-19,5,4,4,yes,
1,1,2,,,Boeing 777,Business,First Class,London to Chicago,Mar-19,2,2,2,no,
3,4,3,,,,Solo Leisure,Economy Class,Leeds Bradford to Las Vegas via Heathrow,Sep-18,5,5,3,yes,
3,3,2,,,,Solo Leisure,First Class,Dallas to London Heathrow,Mar-19,1,3,1,no,
1,,1,,,,Couple Leisure,Economy Class,Tenerife to Heathrow,Mar-19,4,2,1,no,
1,,2,,,A320,Business,Economy Class,London Heathrow to Larnaca Cyprus,Mar-19,3,1,1,no,
5,5,4,,,Boeing 787,Couple Leisure,Business Class,Los Angeles to London,Mar-19,5,4,5,yes,
5,5,2,,,,Solo Leisure,Economy Class,London to Phoenix,Mar-19,5,1,2,no,
,,,,,,Business,Business Class,San Francisco to London,Apr-18,,,1,no,
1,,5,,,A321,Solo Leisure,Economy Class,Rome to London,Mar-19,4,5,5,yes,
,,3,,,A319,Business,Economy Class,Cologne to Gatwick,Mar-19,2,1,2,no,
2,2,2,,,Boeing 777,Couple Leisure,Economy Class,Tampa to Gatwick,Mar-19,2,1,1,no,
,,5,,,A320,Business,Economy Class,London Heathrow to Madrid,Mar-19,5,5,5,yes,
1,1,2,,,Boeing 777,Couple Leisure,Business Class,Gatwick to St Lucia,Feb-19,1,3,1,no,1
3,4,4,,,Boeing 777,Business,Economy Class,London to Austin,Feb-19,5,5,4,yes,
2,,1,,,A320,Family Leisure,Business Class,London to Pisa,Mar-19,4,3,1,no,
1,1,1,,,B777,Couple Leisure,Economy Class,Edinburgh to Boston via London,Mar-19,2,1,1,no,
2,1,1,,,Boeing 777,Couple Leisure,Economy Class,Gatwick to Mauritius,Feb-19,3,2,2,no,
5,3,4,,,,Family Leisure,Economy Class,Heathrow to New York,Feb-19,5,5,5,yes,
1,1,1,,,,Solo Leisure,Economy Class,Gatwick to Cape Town,Feb-19,4,4,3,no,
1,4,1,,,,Business,Business Class,New York to Venice via London,Feb-19,2,1,1,no,2
1,1,1,,,B747-400,Business,Business Class,Chicago to London Heathrow,Feb-19,1,1,1,no,1
1,1,1,,,Boeing 747-400,Business,First Class,London to Chicago,Feb-19,2,1,1,no,1
,,3,,,,Family Leisure,Economy Class,Prague to London Heathrow,Feb-19,1,3,2,no,
,,,,,,Solo Leisure,Economy Class,London City to Florence,Feb-19,,1,2,no,
1,3,2,,,A380,Business,Business Class,London to Johannesburg,Dec-18,1,4,1,no,
3,2,3,,,Boeing 787-9,Business,Economy Class,Doha to London Heathrow,Feb-19,3,3,3,yes,2
5,5,5,,,,Solo Leisure,Premium Economy,Miami to Tel Aviv via London,Oct-18,5,5,5,yes,5
3,3,5,,,Boeing 787-9,Business,Premium Economy,London to Seoul,Feb-19,4,2,4,yes,
4,5,4,,,Boeing 747-400,Family Leisure,Premium Economy,London to New York JFK,Feb-19,5,5,4,yes,3
2,,4,,,,Couple Leisure,Business Class,San Diego to London,Feb-19,1,4,2,no,
4,4,4,,,Boeing 777,Business,Business Class,Gatwick to St Lucia,Feb-19,4,3,3,yes,
5,5,5,,,,Solo Leisure,Economy Class,London to Chennai,Mar-18,5,5,5,yes,5
4,5,4,,,,Business,Economy Class,London to Tampa,Jan-19,4,1,2,no,
1,1,1,,,Boeing 787,Couple Leisure,Economy Class,Baltimore to London Heathrow,Feb-19,1,2,2,no,
3,3,2,,,,Solo Leisure,First Class,Bridgetown to Gatwick,Nov-18,4,3,1,no,1
1,1,3,,,A320,Couple Leisure,Economy Class,London to Athens,Dec-18,5,1,2,no,1
1,,2,,,,Solo Leisure,Economy Class,Amsterdam to London,Feb-19,1,2,1,no,
5,5,5,,,Boeing 787,Couple Leisure,Premium Economy,New Orleans to London,Sep-18,4,4,5,yes,
5,5,4,,,Boeing 787-9,Couple Leisure,Business Class,Tokyo Narita to London Heathrow,Jan-19,3,5,4,yes,
5,5,5,,,Boeing 777,Couple Leisure,First Class,London to Tokyo Haneda,Jan-19,5,5,4,yes,
,,5,,,,Solo Leisure,Economy Class,London to Billund,Feb-19,5,5,5,yes,
3,1,3,,,,Business,Premium Economy,San Diego to Frankfurt via London,Feb-19,3,1,2,no,3
,,3,,,A320,Couple Leisure,Economy Class,Edinburgh to London Gatwick,Jan-19,4,5,4,yes,
1,1,2,,,,Business,Business Class,Geneva to Philadelphia via London,Feb-19,3,1,1,no,
4,2,3,,,A320,Family Leisure,Economy Class,London Heathrow to Paris CDG,Nov-18,4,4,4,yes,1
3,4,3,,,A380,Family Leisure,Business Class,Johannesburg to London,Feb-19,3,3,3,yes,4
3,1,3,,,,Solo Leisure,Economy Class,Edinburgh to Bangalore via Heathrow,Feb-19,1,1,1,no,1
2,3,3,,,A380 / A319,Solo Leisure,Economy Class,Berlin to Johannesburg via London,Mar-18,3,4,4,yes,
3,2,3,,,Boeing 777,Family Leisure,Economy Class,New York JFK to London Heathrow,Aug-18,4,3,3,yes,1
2,,3,,,,Business,Economy Class,London to Milan,Nov-18,4,4,2,no,1
4,3,2,,,,Couple Leisure,Economy Class,New York to London via Geneva,Jan-19,1,4,2,no,
3,3,4,,,A380,Couple Leisure,First Class,Johannesburg to London,Jan-19,3,3,3,yes,3
4,3,3,,,A380,Couple Leisure,Business Class,London to Johannesburg,Jan-19,4,3,3,yes,
4,5,4,,,A380,Family Leisure,Business Class,London to Johannesburg,Jan-19,5,4,4,yes,4
5,,5,,,A320,Business,Business Class,London to Dublin,Jan-19,5,2,5,yes,
1,1,1,,,Boeing 777,Couple Leisure,Premium Economy,Bermuda to Gatwick,Jan-19,1,3,1,no,1
1,,2,,,,Business,Business Class,Kuala Lumpur to Miami via London,Jan-19,2,2,3,no,
,1,1,,,A321-200,Solo Leisure,Economy Class,Zurich to Heathrow,Jan-19,4,1,2,no,1
1,3,3,,,A380,Solo Leisure,Premium Economy,Miami to London,Jan-19,4,3,3,no,3
,,5,,,A321,Solo Leisure,Economy Class,Copenhagen to Amsterdam via London Heathrow,Feb-18,5,2,5,yes,
2,3,1,,,Boeing 777-200,Couple Leisure,Premium Economy,Antigua to Gatwick,Jan-19,2,4,1,no,
2,1,1,,,Boeing 787,Solo Leisure,Economy Class,Bucharest to London Heathrow to Los Angeles,Jan-19,5,5,1,no,1
1,1,1,,,Boeing 747,Business,Business Class,London to Miami,Jan-19,2,3,1,no,
